price,Average_Price
65.0,339.30149379339366
560.0,339.30149379339366
176.0,339.30149379339366
93.0,339.30149379339366
51.0,339.30149379339366
77.0,339.30149379339366
125.0,339.30149379339366
455.0,339.30149379339366
115.0,339.30149379339366
275.0,339.30149379339366
271.0,339.30149379339366
275.0,339.30149379339366
275.0,339.30149379339366
275.0,339.30149379339366
369.0,339.30149379339366
109.0,339.30149379339366
90.0,339.30149379339366
60.0,339.30149379339366
492.0,339.30149379339366
282.0,339.30149379339366
349.0,339.30149379339366
385.0,339.30149379339366
130.0,339.30149379339366
368.0,339.30149379339366
104.0,339.30149379339366
343.0,339.30149379339366
600.0,339.30149379339366
285.0,339.30149379339366
491.0,339.30149379339366
324.0,339.30149379339366
155.0,339.30149379339366
130.0,339.30149379339366
102.0,339.30149379339366
115.0,339.30149379339366
325.0,339.30149379339366
450.0,339.30149379339366
266.0,339.30149379339366
136.0,339.30149379339366
143.0,339.30149379339366
500.0,339.30149379339366
60.0,339.30149379339366
143.0,339.30149379339366
294.0,339.30149379339366
385.0,339.30149379339366
172.0,339.30149379339366
183.0,339.30149379339366
107.0,339.30149379339366
611.0,339.30149379339366
120.0,339.30149379339366
500.0,339.30149379339366
943.0,339.30149379339366
220.0,339.30149379339366
485.0,339.30149379339366
413.0,339.30149379339366
507.0,339.30149379339366
368.0,339.30149379339366
40.0,339.30149379339366
369.0,339.30149379339366
138.0,339.30149379339366
737.0,339.30149379339366
900.0,339.30149379339366
208.0,339.30149379339366
1557.0,339.30149379339366
278.0,339.30149379339366
83.0,339.30149379339366
102.0,339.30149379339366
971.0,339.30149379339366
211.0,339.30149379339366
91.0,339.30149379339366
110.0,339.30149379339366
971.0,339.30149379339366
163.0,339.30149379339366
185.0,339.30149379339366
287.0,339.30149379339366
225.0,339.30149379339366
241.0,339.30149379339366
117.0,339.30149379339366
70.0,339.30149379339366
400.0,339.30149379339366
69.0,339.30149379339366
250.0,339.30149379339366
480.0,339.30149379339366
400.0,339.30149379339366
1314.0,339.30149379339366
180.0,339.30149379339366
195.0,339.30149379339366
170.0,339.30149379339366
300.0,339.30149379339366
850.0,339.30149379339366
250.0,339.30149379339366
234.0,339.30149379339366
282.0,339.30149379339366
175.0,339.30149379339366
103.0,339.30149379339366
500.0,339.30149379339366
125.0,339.30149379339366
46.0,339.30149379339366
143.0,339.30149379339366
75.0,339.30149379339366
101.0,339.30149379339366
450.0,339.30149379339366
75.0,339.30149379339366
204.0,339.30149379339366
650.0,339.30149379339366
449.0,339.30149379339366
39.0,339.30149379339366
160.0,339.30149379339366
300.0,339.30149379339366
500.0,339.30149379339366
485.0,339.30149379339366
313.0,339.30149379339366
46.0,339.30149379339366
110.0,339.30149379339366
150.0,339.30149379339366
692.0,339.30149379339366
665.0,339.30149379339366
195.0,339.30149379339366
225.0,339.30149379339366
153.0,339.30149379339366
857.0,339.30149379339366
650.0,339.30149379339366
129.0,339.30149379339366
695.0,339.30149379339366
159.0,339.30149379339366
403.0,339.30149379339366
221.0,339.30149379339366
93.0,339.30149379339366
100.0,339.30149379339366
171.0,339.30149379339366
686.0,339.30149379339366
335.0,339.30149379339366
133.0,339.30149379339366
425.0,339.30149379339366
100.0,339.30149379339366
514.0,339.30149379339366
429.0,339.30149379339366
225.0,339.30149379339366
199.0,339.30149379339366
199.0,339.30149379339366
1700.0,339.30149379339366
300.0,339.30149379339366
595.0,339.30149379339366
325.0,339.30149379339366
200.0,339.30149379339366
119.0,339.30149379339366
125.0,339.30149379339366
413.0,339.30149379339366
609.0,339.30149379339366
135.0,339.30149379339366
275.0,339.30149379339366
66.0,339.30149379339366
200.0,339.30149379339366
120.0,339.30149379339366
380.0,339.30149379339366
1814.0,339.30149379339366
100.0,339.30149379339366
281.0,339.30149379339366
147.0,339.30149379339366
975.0,339.30149379339366
117.0,339.30149379339366
176.0,339.30149379339366
181.0,339.30149379339366
299.0,339.30149379339366
215.0,339.30149379339366
150.0,339.30149379339366
181.0,339.30149379339366
88.0,339.30149379339366
193.0,339.30149379339366
1250.0,339.30149379339366
125.0,339.30149379339366
79.0,339.30149379339366
975.0,339.30149379339366
239.0,339.30149379339366
600.0,339.30149379339366
221.0,339.30149379339366
571.0,339.30149379339366
175.0,339.30149379339366
278.0,339.30149379339366
400.0,339.30149379339366
212.0,339.30149379339366
557.0,339.30149379339366
40.0,339.30149379339366
114.0,339.30149379339366
543.0,339.30149379339366
318.0,339.30149379339366
225.0,339.30149379339366
110.0,339.30149379339366
320.0,339.30149379339366
563.0,339.30149379339366
645.0,339.30149379339366
706.0,339.30149379339366
127.0,339.30149379339366
299.0,339.30149379339366
200.0,339.30149379339366
327.0,339.30149379339366
174.0,339.30149379339366
60.0,339.30149379339366
1000.0,339.30149379339366
313.0,339.30149379339366
227.0,339.30149379339366
219.0,339.30149379339366
1375.0,339.30149379339366
225.0,339.30149379339366
204.0,339.30149379339366
86.0,339.30149379339366
1200.0,339.30149379339366
51.0,339.30149379339366
225.0,339.30149379339366
695.0,339.30149379339366
695.0,339.30149379339366
695.0,339.30149379339366
235.0,339.30149379339366
750.0,339.30149379339366
185.0,339.30149379339366
107.0,339.30149379339366
543.0,339.30149379339366
298.0,339.30149379339366
2250.0,339.30149379339366
185.0,339.30149379339366
265.0,339.30149379339366
136.0,339.30149379339366
140.0,339.30149379339366
175.0,339.30149379339366
195.0,339.30149379339366
111.0,339.30149379339366
489.0,339.30149379339366
450.0,339.30149379339366
306.0,339.30149379339366
400.0,339.30149379339366
1000.0,339.30149379339366
450.0,339.30149379339366
75.0,339.30149379339366
127.0,339.30149379339366
807.0,339.30149379339366
128.0,339.30149379339366
900.0,339.30149379339366
201.0,339.30149379339366
179.0,339.30149379339366
407.0,339.30149379339366
299.0,339.30149379339366
558.0,339.30149379339366
1000.0,339.30149379339366
890.0,339.30149379339366
223.0,339.30149379339366
514.0,339.30149379339366
221.0,339.30149379339366
149.0,339.30149379339366
385.0,339.30149379339366
457.0,339.30149379339366
548.0,339.30149379339366
157.0,339.30149379339366
157.0,339.30149379339366
300.0,339.30149379339366
179.0,339.30149379339366
375.0,339.30149379339366
71.0,339.30149379339366
529.0,339.30149379339366
71.0,339.30149379339366
389.0,339.30149379339366
150.0,339.30149379339366
1400.0,339.30149379339366
75.0,339.30149379339366
779.0,339.30149379339366
249.0,339.30149379339366
150.0,339.30149379339366
66.0,339.30149379339366
474.0,339.30149379339366
120.0,339.30149379339366
266.0,339.30149379339366
524.0,339.30149379339366
657.0,339.30149379339366
