price,Average_Price
95.0,128.21897460469575
100.0,128.21897460469575
112.0,128.21897460469575
65.0,128.21897460469575
104.0,128.21897460469575
100.0,128.21897460469575
42.0,128.21897460469575
65.0,128.21897460469575
60.0,128.21897460469575
111.0,128.21897460469575
285.0,128.21897460469575
65.0,128.21897460469575
102.0,128.21897460469575
98.0,128.21897460469575
137.0,128.21897460469575
79.0,128.21897460469575
65.0,128.21897460469575
76.0,128.21897460469575
80.0,128.21897460469575
89.0,128.21897460469575
56.0,128.21897460469575
65.0,128.21897460469575
72.0,128.21897460469575
80.0,128.21897460469575
88.0,128.21897460469575
176.0,128.21897460469575
188.0,128.21897460469575
750.0,128.21897460469575
194.0,128.21897460469575
37.0,128.21897460469575
34.0,128.21897460469575
49.0,128.21897460469575
169.0,128.21897460469575
34.0,128.21897460469575
60.0,128.21897460469575
79.0,128.21897460469575
120.0,128.21897460469575
85.0,128.21897460469575
131.0,128.21897460469575
88.0,128.21897460469575
299.0,128.21897460469575
94.0,128.21897460469575
336.0,128.21897460469575
49.0,128.21897460469575
88.0,128.21897460469575
135.0,128.21897460469575
42.0,128.21897460469575
75.0,128.21897460469575
128.0,128.21897460469575
80.0,128.21897460469575
175.0,128.21897460469575
88.0,128.21897460469575
45.0,128.21897460469575
232.0,128.21897460469575
138.0,128.21897460469575
128.0,128.21897460469575
125.0,128.21897460469575
80.0,128.21897460469575
88.0,128.21897460469575
175.0,128.21897460469575
109.0,128.21897460469575
79.0,128.21897460469575
115.0,128.21897460469575
345.0,128.21897460469575
204.0,128.21897460469575
34.0,128.21897460469575
89.0,128.21897460469575
63.0,128.21897460469575
145.0,128.21897460469575
103.0,128.21897460469575
105.0,128.21897460469575
122.0,128.21897460469575
245.0,128.21897460469575
186.0,128.21897460469575
163.0,128.21897460469575
217.0,128.21897460469575
89.0,128.21897460469575
169.0,128.21897460469575
150.0,128.21897460469575
164.0,128.21897460469575
99.0,128.21897460469575
79.0,128.21897460469575
119.0,128.21897460469575
229.0,128.21897460469575
79.0,128.21897460469575
73.0,128.21897460469575
109.0,128.21897460469575
93.0,128.21897460469575
244.0,128.21897460469575
119.0,128.21897460469575
55.0,128.21897460469575
90.0,128.21897460469575
46.0,128.21897460469575
53.0,128.21897460469575
48.0,128.21897460469575
49.0,128.21897460469575
65.0,128.21897460469575
142.0,128.21897460469575
409.0,128.21897460469575
375.0,128.21897460469575
73.0,128.21897460469575
575.0,128.21897460469575
353.0,128.21897460469575
111.0,128.21897460469575
159.0,128.21897460469575
188.0,128.21897460469575
92.0,128.21897460469575
139.0,128.21897460469575
84.0,128.21897460469575
